Title;URL;Engine;Info;Dimensions;Year Built;Location;Price;Model;Length;Beam;Age
Scandinavia Cruiser 650;https://www.boat24.com/en/sailingboats/scandinavia/scandinavia-cruiser-650/detail/551543/;1 x 4.0 HP / 2.9 kW;;6.50 x 2.48 m;2021;Netherlands » In verkoophaven;39900;Scandinavia;6.5;2.48;2
Inconnu Sloop Acier Flores;https://www.yachtall.com/en/boat/inconnu-sloop-acier-flores-s209421; Perkins Sabre 4203, 60 hp (44 kW), diesel; Bénéteau, used boat; 13.50 m x 4.25 m;1996;France, Palavas les Flots;39900;Bénéteau;13.5;4.25;27
Bénéteau First 38;https://www.yachtall.com/en/boat/beneteau-first-38-s206356; Perkins Sabre 4108, 50 hp (37 kW), diesel; Bénéteau, used boat; 11.75 m x 3.90 m;1984;France, Guadeloupe, Antilles Françaises;39900;Bénéteau;11.75;3.9;39
Spirit 32;https://www.yachtall.com/en/boat/spirit-32-s196912; Volvo Penta, 28 hp (21 kW), diesel; Spirit, used boat, GRP/polyester; 9.50 m x 3.18 m;1989;Netherlands, Drimmelen;39900;Spirit;9.5;3.18;34
Hunter 310;https://www.yachtall.com/en/boat/hunter-310-s215225; Volvo Penta D2020B, 20 hp (15 kW), diesel; Marlow-Hunter, used boat, GRP/polyester; 9.40 m x 3.30 m;1997;Netherlands, Compagnieshaven;39900;Marlow-Hunter;9.4;3.3;26
HABER 660 CUTTER;https://www.boat24.com/en/sailingboats/haber/haber-660-cutter/detail/547543/;1 x 15 HP / 11 kW;;7.60 x 2.50 m;2014;France » Côte d'Azur » Beaulieu sur mar;39500;HABER;7.6;2.5;9
Delphia 28 Sport;https://www.boat24.com/en/sailingboats/delphia/delphia-28-sport/detail/546945/;1 x 19 HP / 14 kW;;8.80 x 2.95 m;2010;Germany » Flensburger Förde » Flensburg;39500;Delphia;8.8;2.95;13
Motorsailor One Off 11.00;https://www.yachtall.com/en/boat/motorsailor-one-off-11.00-s179515; Ford, 60 hp (44 kW), diesel; Motorsailor, old-timer, steel boat; 11 m x 3.50 m;1963;Netherlands, Monnickendam;39500;Motorsailor;11;3.5;60
Bianca 36;https://www.yachtall.com/en/boat/bianca-36-s198652; Volvo Penta D1, 30 hp (22 kW), diesel; Bianca Yacht, used boat, GRP/polyester; 10.50 m x 3.12 m;1977;Germany, Gelting;39500;Bianca Yacht;10.5;3.12;46
Doggersbank 12.80;https://www.yachtall.com/en/boat/doggersbank-12.80-s211437; Ford Lehman 2712 E, 74 hp (54 kW), diesel; Doggersbank, used boat, steel boat; 12.80 m x 3.80 m;1977;Netherlands, Leeuwarden;39500;Doggersbank;12.8;3.8;46
Carena 34 Midzwaard;https://www.yachtall.com/en/boat/carena-34-midzwaard-s212470; Vetus Diesel M4.45, 42 hp (31 kW), diesel; Carena, old-timer, steel boat; 10.80 m x 3 m;1965;Netherlands, Stavoren;39500;Carena;10.8;3;58
Kirié 33;https://www.yachtall.com/en/boat/kirie-33-s209928; Perkins Sabre 4108, 50 hp (37 kW), diesel; Kirié, used boat; 9.80 m x 3.50 m;1980;France, Palavas les Flots;39500;Kirié;9.8;3.5;43
Vitessa 890;https://www.yachtall.com/en/boat/vitessa-890-s211108; Nanni Diesel 2214E, 18 hp (13 kW), diesel; Vitessa, used boat; 8.90 m x 2.70 m;2015;Netherlands;39500;Vitessa;8.9;2.7;8
Zeilschip Zeewaardig;https://www.yachtall.com/en/boat/zeilschip-zeewaardig-s212768; Perkins Sabre 4.188, 50 hp (37 kW), diesel; Zeilschip, used boat, wooden boat; 9.98 m x 3.26 m;1978;Netherlands, Oudeschild;39500;Zeilschip;9.98;3.26;45
Nordia 35;https://www.yachtall.com/en/boat/nordia-35-s213394; Yanmar, 110 hp (81 kW), diesel; Nordia, used boat, GRP/polyester; 10.70 m x 3.27 m;1972;Netherlands, Prins Van Oranje, De Stienplaat 1, 8754 He Makkum;39500;Nordia;10.7;3.27;51
Frans Maas Classic Yacht;https://www.yachtall.com/en/boat/frans-maas-classic-yacht-s134340; Yanmar, 30 hp (22 kW), diesel; Frans Maas, used boat, GRP/polyester; 10.65 m x 3.25 m;1973;Netherlands, Hoorn;39000;Frans Maas;10.65;3.25;50
Diamant 3000;https://www.yachtall.com/en/boat/diamant-3000-s208380; Nanni Diesel, 14 hp (10 kW), diesel; Diamant, used boat, GRP/polyester; 10.30 m x 2.50 m;1999;Netherlands, Schepenkring Lelystad, Verkoopsteiger;39000;Diamant;10.3;2.5;24
OE 32;https://www.yachtall.com/en/boat/oe-32-s199449; BMC, 38 hp (28 kW), diesel; OE, used boat, GRP/polyester; 9.89 m x 3.18 m;1977;Germany, Flensburg;39000;OE;9.89;3.18;46
Dufour 39;https://www.yachtall.com/en/boat/dufour-39-s215883; Volvo Penta D2-40, 40 hp (29 kW); Dufour, used boat; 11.98 m x 3.80 m;1990;Croatia;39000;Dufour;11.98;3.8;33
Luffe Yachts 46;https://www.yachtall.com/en/boat/luffe-yachts-46-s216310; Volvo Penta 2003, 42 hp (31 kW), diesel; Schooner, old-timer, steel boat; 13.80 m x 3.30 m;1989;France, Port-Saint-Louis-du-Rhône;39000;Schooner;13.8;3.3;34
Modernisierte Hafenbarkas;https://www.yachtall.com/en/boat/modernisierte-hafenbarkas-s207898; Volvo Penta D2-75, 80 hp (59 kW), diesel; Modernisierte Hafenbarkas, old-timer, steel boat; 12.50 m x 3 m;1937;Germany, Bornheim;39000;Modernisierte Hafenbarkas;12.5;3;86
Etap 30i;https://www.yachtall.com/en/boat/etap-30i-s215686; Volvo Penta, 20 hp (15 kW), diesel; Etap, used boat, GRP/polyester; 9.35 m x 3.16 m;1996;Netherlands, Contact De Valk Hindeloopen;39000;Etap;9.35;3.16;27
North Beach 24;https://www.yachtall.com/en/boat/north-beach-24-s216289; Waterworld Elektromotor, 10.2 hp (7.5 kW), electro drive; North Beach, used boat, GRP/polyester; 8.70 m x 2.50 m;2003;Netherlands, Verkoophaven Delta Marina Kortgene;39000;North Beach;8.7;2.5;20
Sutton and Smith Wakering 33;https://www.yachtall.com/en/boat/sutton-and-smith-wakering-33-s143992; Yanmar 3GM, 27 hp (20 kW), diesel; Sutton and Smith, used boat, wooden boat; 9.81 m x 2.93 m;1972;France, La Rochelle;39000;Sutton and Smith;9.81;2.93;51
CT-41 Ta Chaio Brothers. Pilot House Ketch;https://www.yachtall.com/en/boat/ct-41-ta-chaio-brothers.-pilot-house-ketch-s205826; Perkins Sabre Prima M22, 40 hp (29 kW), diesel; Victoire, used boat, GRP/polyester; 14 m x 4 m;1983;Greece, Crete Agios Nikalios;38500;Victoire;14;4;40
Moody S336;https://www.yachtall.com/en/boat/moody-s336-s202757; Yanmar 3 GM, 29 hp (21 kW), diesel; Moody, used boat; 10.20 m x 3.53 m;1995;Greece, Agios Nikolaos Crete;38500;Moody;10.2;3.53;28
Sunbeam 22.1;https://www.boat24.com/en/sailingboats/sunbeam/sunbeam-221/detail/524305/;;;6.85 x 2.50 m;2016;Austria » Neusiedler See » Rust;38000;Sunbeam;6.85;2.5;7
Cantiere del Pardo Grand Soleil 41;https://www.yachtall.com/en/boat/cantiere-del-pardo-grand-soleil-41-s192233; Volvo Penta 2003 T, 45 hp (33 kW); Cantiere del Pardo, used boat; 12.37 m x 3.85 m;1982;Italy, Veneto;38000;Cantiere del Pardo;12.37;3.85;41
Bénéteau Evasion 34 numero48 (fifty);https://www.yachtall.com/en/boat/beneteau-evasion-34-numero48-fifty-s196909; Perkins Sabre, 50 hp (37 kW), diesel; Bénéteau, used boat; 10.76 m x 3.48 m;1981;France, La Rochelle;38000;Bénéteau;10.76;3.48;42
Jeanneau Gin Fizz;https://www.yachtall.com/en/boat/jeanneau-gin-fizz-s205455; Yanmar 3JH4E, 39 hp (29 kW), diesel; Jeanneau, used boat; 10.70 m x 3.66 m;1975;Martinique, Antilles Françaises;38000;Jeanneau;10.7;3.66;48
Northman Maxus 24;https://www.boat24.com/en/sailingboats/northman/northman-maxus-24/detail/548870/;1 x 8.0 HP / 5.9 kW;;7.90 x 2.55 m;2013;Germany » Müritz » Röbel (Müritz);37980;Northman;7.9;2.55;10
Najad 34 AK;https://www.yachtall.com/en/boat/najad-34-ak-s175429; Volvo Penta, 36 hp (26 kW), diesel; Najad, used boat, GRP/polyester; 10.30 m x 3.10 m;1977;Germany, Neustadt in Holstein;37500;Najad;10.3;3.1;46
Friendship 33;https://www.yachtall.com/en/boat/friendship-33-s209444; Yanmar 3GM30F, 27 hp (20 kW), diesel; Friendship, used boat, GRP/polyester; 10.25 m x 3.35 m;1987;Netherlands, Verkoophaven Goliath Sneek;37500;Friendship;10.25;3.35;36
Janmor 25;https://www.boat24.com/en/sailingboats/janmor/janmor-25/detail/540352/;1 x 9.9 HP / 7.3 kW;;7.50 x 2.49 m;2015;Germany » Sachsen » Zwenkau/ Leipzig;37000;Janmor;7.5;2.49;8
Peter Norlin 34;https://www.yachtall.com/en/boat/peter-norlin-34-s191477; Yanmar, 21 hp (15 kW), diesel; Peter Norlin, used boat, wooden boat; 10.36 m x 3.33 m;1977;Spain, Contact De Valk Barcelona;37000;Peter Norlin;10.36;3.33;46
Eista Werf Nederland Banjer Trans Océanique 37;https://www.yachtall.com/en/boat/eista-werf-nederland-banjer-trans-oceanique-37-s212110; Perkins Sabre 6 cyl Cylindres 6354 de 5,8 Litres, 100 hp (74 kW), diesel; Custom built/Eigenbau, used boat; 13.13 m x 3.48 m;1974;France, Porquerolles, Côte d’Azur;37000;Custom built/Eigenbau;13.13;3.48;49
Hallberg-Rassy 29 Scandinavia;https://www.yachtall.com/en/boat/hallberg-rassy-29-scandinavia-s217253; Volvo Penta MD7, 18 hp (13 kW); Hallberg-Rassy, used boat, GRP/polyester; 8.90 m x 2.83 m;1982;Germany, Neustadt in Holstein;37000;Hallberg-Rassy;8.9;2.83;41
Narwal 38;https://www.yachtall.com/en/boat/narwal-38-s179636; Bukh Diesel, 20 hp (15 kW), diesel; Narwal, used boat, GRP/polyester; 11.40 m x 3.35 m;1972;Netherlands, in verkoophaven;36900;Narwal;11.4;3.35;51
Laurent Giles Vertue II;https://www.boat24.com/en/sailingboats/laurent-giles-vertue-ii/detail/523185/;1 x 15 HP / 11 kW;;8.22 x 2.38 m;2016;Germany » Lübecker Bucht » Travemünde /WL Burgstaaken;36000;Laurent;8.22;2.38;7
Dalpol Phobos 29;https://www.boat24.com/en/sailingboats/dalpol/dalpol-phobos-29/detail/542477/;;;9.95 x 3.20 m;2018;Croatia » Istria » Porec;36000;Dalpol;9.95;3.2;5
GILES Laurent Giles Vertue II;https://www.boat24.com/en/sailingboats/giles/giles-laurent-giles-vertue-ii/detail/546856/;1 x 15 HP / 11 kW;;8.22 x 2.38 m;2016;Germany » Norddeutschland;36000;GILES;8.22;2.38;7
Ketch Taipei 36 Preventive Osmosis Treatment in;https://www.yachtall.com/en/boat/ketch-taipei-36-preventive-osmosis-treatment-in-s174106; Ford, 60 hp (44 kW), diesel; Bénéteau, used boat, GRP/polyester; 10.84 m x 3.58 m;1979;Italy, Palerme;36000;Bénéteau;10.84;3.58;44
Camper & Nicholsons 32;https://www.yachtall.com/en/boat/camper-nicholsons-32-s205709; Volvo Penta, 25 hp (18 kW), diesel; Camper & Nicholsons, old-timer, GRP/polyester; 9.90 m x 2.81 m;1966;Spain, Contact De Valk Barcelona;36000;Camper & Nicholsons;9.9;2.81;57
Etap 30iGebrauchtboote Wanted!!;https://www.yachtall.com/en/boat/etap-30igebrauchtboote-wanted-s33389; no engine; Etap, used boat; 10 m x 3.17 m;1989;Germany;36000;Etap;10;3.17;34
Tes 720;https://www.yachtall.com/en/boat/tes-720-s214218; Yamaha FT8Gel, 8 hp (5.9 kW), gasoline; Tes, used boat, GRP/polyester; 7.20 m x 2.50 m;2008;Netherlands;36000;Tes;7.2;2.5;15
Dehler 31;https://www.yachtall.com/en/boat/dehler-31-s208758; Yanmar, 19 hp (14 kW), diesel; Dehler, used boat, GRP/polyester; 9.40 m x 3.05 m;1991;Germany, Kieler Förde;35900;Dehler;9.4;3.05;32
Truant 370;https://www.yachtall.com/en/boat/truant-370-s206199; Yanmar, 30 hp (22 kW), diesel; Truant, used boat, GRP/polyester; 11.28 m x 3.66 m;1980;USA, Washington, Port Hadlock;35000;Truant;11.28;3.66;43
Maurice Griffiths Ketch 32';https://www.yachtall.com/en/boat/maurice-griffiths-ketch-32-s211541; Westerbeke, 25.8 hp (19 kW), diesel; Marchi, used boat; 10 m x 2.95 m;1980;Netherlands;35000;Marchi;10;2.95;43
Barbican 35;https://www.yachtall.com/en/boat/barbican-35-s192112; Thornycroft 4 Cylinder, 36 hp (26 kW), diesel; Barbican, used boat; 10.67 m x 3.05 m;1989;Great Britain, Seaport Marina, Caledonian Canal, Inverness;35000;Barbican;10.67;3.05;34
Gibert Gib'Sea 38 Dl;https://www.yachtall.com/en/boat/gibert-gib-sea-38-dl-s214954; Lombardini, 40 hp (29 kW), diesel; Bavaria, used boat, GRP/polyester; 12.50 m x 3.80 m;1980;France, Martigues;35000;Bavaria;12.5;3.8;43
Gulfstar 41 Ketch;https://www.yachtall.com/en/boat/gulfstar-41-ketch-s213832; Perkins Sabre, 50 hp (37 kW), diesel; Bruce Roberts, used boat, GRP/polyester; 12.50 m x 3.66 m;1973;USA, Florida, Ellenton;35000;Bruce Roberts;12.5;3.66;50
WEST WIND 35 Nice Unitengine Refit in 2021Good;https://www.yachtall.com/en/boat/west-wind-35-nice-unitengine-refit-in-2021good-s153738; SOLE, 29 hp (21 kW), diesel; Nauta, used boat, GRP/polyester; 10.32 m x 3.40 m;1978;Spain, Valencia;35000;Nauta;10.32;3.4;45
Raider 35;https://www.yachtall.com/en/boat/raider-35-s214972; Volvo Penta 2003, 29 hp (21 kW), diesel; Raider, used boat, GRP/polyester; 10.65 m x 3.20 m;1973;Netherlands, Schepenkring Lelystad, Verkoopsteiger;35000;Raider;10.65;3.2;50
Bénéteau Océanis 320 Quille Ã Ailettes;https://www.yachtall.com/en/boat/beneteau-oceanis-320-quille-a-ailettes-s217144; Volvo Penta, 28 hp (21 kW), diesel; Bénéteau, used boat; 9.23 m x 3.26 m;1989;France, La Rochelle;35000;Bénéteau;9.23;3.26;34
Granada Atlantica 375;https://www.yachtall.com/en/boat/granada-atlantica-375-s207404; Beta Marine, 30 hp (22 kW), diesel; Granada, used boat; 11.40 m x 3.63 m;1987;Great Britain, Largs;34950;Granada;11.4;3.63;36
Victoire 1044;https://www.yachtall.com/en/boat/victoire-1044-s204401; 29 hp (21 kW), diesel; Victoire, used boat, GRP/polyester; 10.44 m x 3.25 m;1990;Netherlands, Drimmelen;34900;Victoire;10.44;3.25;33
Omega 36;https://www.yachtall.com/en/boat/omega-36-s211341; Yanmar 3GM30F, 27.2 hp (20 kW), diesel; Omega, used boat, GRP/polyester; 15.10 m x 4.50 m;1987;Croatia, Istra;34900;Omega;15.1;4.5;36
Kooyman De Vries Schokker;https://www.yachtall.com/en/boat/kooyman-de-vries-schokker-s177835; Volvo Penta, 40 hp (29 kW), diesel; Kooyman De Vries, used boat, steel boat; 9.84 m x 3.30 m;2017;Netherlands, in verkoophaven;34900;Kooyman De Vries;9.84;3.3;6
Jeanneau Sun Odyssey 29.2;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-29.2-s216770; Yanmar 3YM20, 21 hp (15 kW), diesel; Jeanneau, used boat, GRP/polyester; 8.80 m x 2.98 m;2006;Netherlands;34900;Jeanneau;8.8;2.98;17
Wasa 55;https://www.yachtall.com/en/boat/wasa-55-s216653; Volvo Penta 2030, 30 hp (22 kW), diesel; Wasa Yachts, used boat, GRP/polyester; 13.50 m x 2.55 m;1979;Denmark, Apenrade;34900;Wasa Yachts;13.5;2.55;44
Baltic 33;https://www.yachtall.com/en/boat/baltic-33-s209423; Yanamar 3YM20, 22 hp (16 kW), diesel; Baltic Yachts, used boat; 10.02 m x 3.21 m;1978;Germany, Gelting Mole;34900;Baltic Yachts;10.02;3.21;45
Hallberg-Rassy Monsun 31;https://www.yachtall.com/en/boat/hallberg-rassy-monsun-31-s189531; Volvo Penta 2030, 29 hp (21 kW), diesel; Hallberg-Rassy, used boat, GRP/polyester; 9.36 m x 2.87 m;1978;Germany, Otterndorf;34500;Hallberg-Rassy;9.36;2.87;45
Valk 960 One Off;https://www.yachtall.com/en/boat/valk-960-one-off-s212160; Bukh Diesel DV20, 20 hp (15 kW), diesel; Jachtwerf Valk, used boat, steel boat; 9.60 m x 2.70 m;1962;Netherlands, Leeuwarden;34500;Jachtwerf Valk;9.6;2.7;61
Zweedse Spitsgatter 9.50;https://www.yachtall.com/en/boat/zweedse-spitsgatter-9.50-s217381; MTU, 240 hp (177 kW), diesel; Zweedse Spitsgatter, old-timer, wooden boat; 9.50 m x 3 m;1949;Netherlands, Zoutkamp;34500;Zweedse Spitsgatter;9.5;3;74
Irwin 43 Classic;https://www.yachtall.com/en/boat/irwin-43-classic-s183483; Perkins Sabre, 60 hp (44 kW), diesel; Bénéteau, used boat; 13.11 m x 3.51 m;1971;USA, New York, New Rochelle;34000;Bénéteau;13.11;3.51;52
Kirié Fifty 33, Cockpit Protected BY A Rigid CAP;https://www.yachtall.com/en/boat/kirie-fifty-33-cockpit-protected-by-a-rigid-cap-s217009; Perkins Sabre 4108, 50 hp (37 kW), diesel; Kirié, used boat, GRP/polyester; 9.80 m x 3.27 m;1981;France, Toulon;34000;Kirié;9.8;3.27;42
Targa 9.6;https://www.yachtall.com/en/boat/targa-9.6-s211801; Bugh, 36 hp (26 kW), diesel; Botnia Marin / Targa, used boat, GRP/polyester; 9.61 m x 3.01 m;1980;Germany, Gelting;33800;Botnia Marin / Targa;9.61;3.01;43
Imexus 28;https://www.yachtall.com/en/boat/imexus-28-s202214; Cummins 120 HP, Turbo Diesel, 120 hp (88 kW), diesel; Imexus, used boat; 8.46 m x 2.55 m;2007;Greece, Athens;33500;Imexus;8.46;2.55;16
Jeanneau Sun Way 29 Sport;https://www.yachtall.com/en/boat/jeanneau-sun-way-29-sport-s211917; Volvo Penta D1-20, 20 hp (15 kW), diesel; Jeanneau, used boat, GRP/polyester; 8.80 m x 2.98 m;1994;Netherlands, Heeg;33500;Jeanneau;8.8;2.98;29
Bénéteau Seascape 18 / First 18 SE;https://www.boat24.com/en/sailingboats/beneteau/beneteau-seascape-18-first-18-se/detail/546989/;;;5.50 x 2.40 m;2022;Germany » Niedersachsen » Steinhude;33000;Bénéteau;5.5;2.4;1
CMN MAI-CA A Voute Lamination of the Sailboat at;https://www.yachtall.com/en/boat/cmn-mai-ca-a-voute-lamination-of-the-sailboat-at-s194877; Volvo Penta MD2030, 32 hp (24 kW), diesel; CMN, old-timer, wooden boat; 11.10 m x 2.73 m;1962;France, St Brieuc;33000;CMN;11.1;2.73;61
Gibert Gib'Sea 116;https://www.yachtall.com/en/boat/gibert-gib-sea-116-s201074; Volvo Penta MD22, 50 hp (37 kW), diesel; Bavaria, used boat; 12.30 m x 3.80 m;1985;France, Port-Saint-Louis-du-Rhône;32500;Bavaria;12.3;3.8;38
Victoire 933;https://www.yachtall.com/en/boat/victoire-933-s193151; Yanmar; Victoire, used boat, GRP/polyester; 9.33 m x 2.95 m;1985;Netherlands, Makkum;32500;Victoire;9.33;2.95;38
CIRRUS 800;https://www.boat24.com/en/sailingboats/cirrus-800/detail/547541/;1 x 10 HP / 7 kW;;8.70 x 2.60 m;2018;France » Pays de la Loire » le Croisic;32000;CIRRUS;8.7;2.6;5
Swede 38;https://www.yachtall.com/en/boat/swede-38-s214971; Yanmar 3GM30, 27 hp (20 kW), diesel; Swede, used boat, GRP/polyester; 11.40 m x 2.80 m;1984;Netherlands, Schepenkring Lelystad, Verkoopsteiger;32000;Swede;11.4;2.8;39
Gibert Gib'Sea 106 Plus;https://www.yachtall.com/en/boat/gibert-gib-sea-106-plus-s216657; Volvo Penta MD2030, 29 hp (21 kW), diesel; Gibert Marine, used boat, GRP/polyester; 11.30 m x 3.60 m;1986;Netherlands, Tholen;32000;Gibert Marine;11.3;3.6;37
Delphin 66;https://www.yachtall.com/en/boat/delphin-66-s210312; Vetus Diesel, 159 hp (117 kW), diesel; Delphin, used boat, GRP/polyester; 9.77 m x 3 m;1975;Germany, Kappeln;32000;Delphin;9.77;3;48
Skipper (PL) Arion 29;https://www.yachtall.com/en/boat/skipper-pl-arion-29-s23756; Kräutler, 6.5 hp (4.8 kW), electro drive; Skipper Yachts (PL), used boat, GRP/polyester; 9 m x 2.98 m;2011;Austria, Neusiedlersee;31990;Skipper Yachts (PL);9;2.98;12
Etap 28i;https://www.yachtall.com/en/boat/etap-28i-s216447; Volvo Penta, 18 hp (13 kW); Etap, used boat, GRP/polyester; 8.58 m x 3.13 m;1995;Germany, Siek bei Hamburg;31900;Etap;8.58;3.13;28
Jeanneau Sun Rise 34;https://www.yachtall.com/en/boat/jeanneau-sun-rise-34-s216098; Yanmar 3GM30, 24 hp (18 kW), diesel; Jeanneau, used boat, GRP/polyester; 10.55 m x 3.54 m;1985;Netherlands, Verkoophaven Delta Marina Kortgene;31500;Jeanneau;10.55;3.54;38
Hunter 30-2;https://www.yachtall.com/en/boat/hunter-30-2-s213121; Yanmar 2GM20, 20 hp (15 kW), diesel; Marlow-Hunter, used boat, GRP/polyester; 9.17 m x 3.35 m;1992;Netherlands, Langweer;31500;Marlow-Hunter;9.17;3.35;31
Gibert Gib'Sea 402;https://www.yachtall.com/en/boat/gibert-gib-sea-402-s203026; Perkins Sabre, 50 hp (37 kW), diesel; Gibert Marine, used boat, GRP/polyester; 11.85 m x 3.85 m;1989;Italy, Emilia Romagna;31000;Gibert Marine;11.85;3.85;34
EMKA 43 Bianca 414 The Aphrodite OR Bianca 414;https://www.yachtall.com/en/boat/emka-43-bianca-414-the-aphrodite-or-bianca-414-s198467; Yanmar 2QM20, 24 hp (18 kW), diesel; Bénéteau, used boat; 12.60 m x 2.90 m;1981;France, Lorient;31000;Bénéteau;12.6;2.9;42
Emka 32 Elvstrøm;https://www.yachtall.com/en/boat/emka-32-elvstroem-s212413; Yanmar 2GM20, 13 hp (10 kW), diesel; Emka, used boat, GRP/polyester; 9.60 m x 3.06 m;1985;Germany, Burhave;30500;Emka;9.6;3.06;38
HINA YANA 43;https://www.yachtall.com/en/boat/hina-yana-43-s211578; Nanni Diesel S180, 40 hp (29 kW), diesel; Dehler, used boat, GRP/polyester; 13.05 m x 3.28 m;1976;Italy;30000;Dehler;13.05;3.28;47
Vindö 39;https://www.yachtall.com/en/boat/vindoe-39-s169290; Volvo Penta MD22L, 50 hp (37 kW); Regina af Vindö, used boat; 10.15 m x 3.25 m;1978;Italy, Emilia Romagna;30000;Regina af Vindö;10.15;3.25;45
Bénéteau First 35;https://www.yachtall.com/en/boat/beneteau-first-35-s211245; Yanmar 2QM15, 18 hp (13 kW), diesel; Bénéteau, used boat; 10.80 m x 3.65 m;1980;Martinique, Antilles Françaises;30000;Bénéteau;10.8;3.65;43
C.N.S.O. Shogun;https://www.yachtall.com/en/boat/c.n.s.o.-shogun-s203844; Nanni Diesel Farymann, 42 hp (31 kW), diesel; C.N.S.O., used boat, GRP/polyester; 10.90 m x 3.60 m;1983;Italy;30000;C.N.S.O.;10.9;3.6;40
Fareast 28R;https://www.yachtall.com/en/boat/fareast-28r-s177506; Yanmar 4JH45, 45 hp (33 kW), diesel; Fareast Boats, used boat, GRP/polyester; 9.07 m x 2.75 m;2015;Netherlands, Zeewolde;29950;Fareast Boats;9.07;2.75;8
Fellowship 33;https://www.yachtall.com/en/boat/fellowship-33-s140688; Vetus Diesel, 55 hp (40 kW), diesel; Gebr. de Kloet, used boat, GRP/polyester; 10.15 m x 3.10 m;1983;Germany, Siek bei Hamburg;29900;Gebr. de Kloet;10.15;3.1;40
Dehler 25 Cruising - VERKAUFT;https://www.yachtall.com/en/boat/dehler-25-cruising-verkauft-s171759; Yanmar 1GM10, 9 hp (6.6 kW), diesel; Dehler, used boat, GRP/polyester; 7.50 m x 2.50 m;2002;Germany, Neustadt I. Holstein;29900;Dehler;7.5;2.5;21
Ferro 46;https://www.yachtall.com/en/boat/ferro-46-s210177; Westerbeke, 40 hp (29 kW), diesel; Etap, used boat, GRP/polyester; 14.02 m x 3.51 m;1987;USA, Connecticut, Bridgeport;29900;Etap;14.02;3.51;36
Morgan Out Island 41;https://www.yachtall.com/en/boat/morgan-out-island-41-s208199; Perkins Sabre, 55 hp (40 kW), diesel; Bénéteau, used boat; 12.50 m x 4.21 m;1981;USA, Florida, Green Cove Springs;29900;Bénéteau;12.5;4.21;42
Dufour 3800;https://www.yachtall.com/en/boat/dufour-3800-s194581; Volvo Penta, 17 hp (13 kW), diesel; Dufour, used boat, GRP/polyester; 9.35 m x 3.20 m;1985;Slovenia;29900;Dufour;9.35;3.2;38
